RequirementText,class
The product shall have security.The product shall provide authentication  and authorization.,SE
The product shall information Security. The product shall enable privacy by encryption WS-Security and Integrity Checking.,SE
The product shall have audit capabilities.The product shall store messages for a minimum of one year for audit and transaction tracking purposes.,SE
The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,SE
The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.,SE
Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page,SE
The Commissioner will be the only authorized user per league to adjust league settings.,SE
Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,SE
User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,SE
All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE
Patrons shall log in according to the restricted computer system access policy.,SE
Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,SE
System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each student's access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,SE
A waiter password used for tablet login must have a bit-strength of at least 64 bits.,SE
A waiter password used for tablet login must be changed every three months.,SE
A waiter shall only be able to log into one tablet at any given instance of time.,SE
A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,SE
A display shall not require a user to log in.,SE
A surface computer shall not require a user to log in.,SE
A tablet shall require a user to log in using a username and password.,SE
System will use secured database.,SE
Unauthorised users can only read data without modifying anything.,SE
Information transmission should be securely transmitted to server without any changes in information.,SE
All transactions at the Flea Market require a valid user ID and password.,SE
Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,SE
The IP addresses where the transaction was made from will be logged.,SE
User passwords will be stored in the database in an encrypted format.,SE
The application must log the user out when it is exited.,SE
A correct combination of username and password is required for a user to login.,SE
Logout must be automatic after 1 hour of inactivity.,SE
Full data backups must be created daily.,SE
Each account must securely store all of its data.,SE
The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,SE
The system must automatically log out all customers after a period of inactivity.,SE
The system should not leave any cookies on the customer's computer containing the user's password.,SE
The system's back-end servers shall only be accessible to authenticated administrators.,SE
Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE
Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses require identification through ID and password.,SE
The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,SE
The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,SE
Each user shall either be trusted or not trusted.,SE
Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,SE
System use shall not cause any harm to human users.,SE
System will use secured database,SE
Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE
System will have different types of users and every user has access constraints.,SE
Customers must have a valid login id to enter into the site.,SE
The data transaction between client and server must be encrypted using SSL technology.,SE
All the passwords that are generated or accepted must be stored in database in an encrypted form.,SE
To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.,SE
All users of the system shall login using some form of unique identification.,SE
All login attempts shall be done so in a secure manner.,SE
The system shall utilize HTTPS communication to ensure data confidentiality.,SE
User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.,SE
Personal information security is defined outside the scope of the SDMS by the database server.,SE
Users shall be required to log into the system for all operations except the operations on the login page.,SE
The system shall use secure sockets in all transactions that include any confidential customer information.,SE
The system shall automatically log out all customers after a period of inactivity.,SE
The system shall not leave any cookies on the customer's computer containing the user's password.,SE
The system shall not leave any cookies on the customer's computer containing any of the user's confidential information.,SE
The customer's web browser shall never display a customer's password.  It shall always be echoed with special characters representing typed characters.,SE
The customer's web browser shall never display a customer's credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.,SE
The system's back-end servers shall never display a customer's password.  The customer's password may be reset but never shown.,SE
The system's back-end databases shall be encrypted.,SE
The system will use a single password per user to login to the E-Store System.,SE
The system shall use secure socket layer (SSL) technology to ensure all payments made online and user logins are secure.,SE
A secure server will be required to ensure confidentiality of customer's credit card and other details.,SE
The website must provide highest degree of security to the registered users. All the transactions that are made must be secured. The sensitive information passed to and from the website must be secured. Identity theft and other security related issues must be solved.,SE
Unauthorized transmission of sensitive information of the user to third party websites for reference must be avoided. On the basis of user agreement the information must be processed. All the information about the registered user must be securely stored in the central database.,SE
The system shall enforce two-factor authentication for all administrative users.,SE
The application shall log all failed login attempts and alert the system administrator after five consecutive failures.,SE
Sensitive user data shall be encrypted both in transit and at rest using industry-standard encryption protocols.,SE
The system shall automatically log out users after 15 minutes of inactivity.,SE
Access to financial records shall be restricted to users with the 'Finance' role.,SE
"The product shall ensure password complexity requirements, including a minimum length of 12 characters and use of alphanumeric and special characters.",SE
The application shall prevent SQL injection through parameterized queries and input sanitization.,SE
The system shall verify the authenticity of all API requests using secure tokens.,SE
"Users shall only be allowed to reset passwords through a secure, email-based token system.",SE
"The application shall store all audit logs in a secure, write-once format.",SE
The product shall enforce access restrictions based on the principle of least privilege.,SE
User sessions shall be terminated immediately after logout or upon detection of suspicious activity.,SE
System configuration changes shall be allowed only for authenticated users with administrator privileges.,SE
The system shall encrypt all cookies and use the HttpOnly and Secure flags.,SE
The application shall limit file upload sizes and validate file types to prevent malicious file uploads.,SE
Failed login attempts shall be temporarily locked after five unsuccessful tries within a 10-minute window.,SE
The application shall provide CAPTCHA verification on public-facing login pages.,SE
User credentials shall never be stored in plain text.,SE
"All user actions, including data modifications and access attempts, shall be logged for auditing.",SE
The product shall provide role-based access control for different user levels.,SE
The system shall restrict access to sensitive configuration files.,SE
Users shall be required to change their password every 90 days.,SE
The application shall validate all user input to prevent cross-site scripting (XSS) attacks.,SE
The system shall provide administrators with tools to monitor access logs for anomalies.,SE
Security patches shall be applied within 48 hours of their release.,SE
The product shall prevent simultaneous logins from different IP addresses for the same account.,SE
The system shall alert users of unusual login locations.,SE
Password reset tokens shall expire within 15 minutes of issuance.,SE
The application shall provide a secure login page with SSL encryption.,SE
The system shall not expose internal stack traces to end users in case of errors.,SE
The application shall restrict access to its API using API keys with defined scopes.,SE
The product shall not allow re-use of the previous five passwords.,SE
The application shall use rate limiting on login endpoints to prevent brute force attacks.,SE
The system shall isolate administrative interfaces from public access.,SE
Access tokens shall be scoped and time-limited.,SE
All security configurations shall be tested during deployment and monitored regularly.,SE
The application shall prevent access to deprecated or unused endpoints.,SE
The system shall require re-authentication before accessing high-risk operations such as financial transactions.,SE
Data exports shall only be permitted for authorized roles and logged accordingly.,SE
Sensitive user information shall be redacted from error logs and debugging information.,SE
The application shall alert administrators of excessive failed authorization attempts.,SE
Third-party libraries shall be vetted and monitored for known vulnerabilities.,SE
The system shall enforce secure default configurations upon installation.,SE
The system shall block requests from known malicious IP addresses.,SE
User roles and permissions shall be reviewed periodically to ensure compliance.,SE
Accounts shall be disabled after 90 days of inactivity.,SE
Public APIs shall be secured through OAuth 2.0 or equivalent protocols.,SE
All database queries shall undergo validation to prevent injection attacks.,SE
Administrator sessions shall expire after 10 minutes of inactivity.,SE
The application shall provide access logs to end users upon request.,SE
The system shall support multi-tier access restrictions within the same role.,SE
Encrypted backups shall be created and stored securely off-site.,SE
The product shall require a security question verification in addition to password recovery.,SE
Users shall be notified by email upon login from a new device.,SE
The application shall prevent insecure content from being loaded on HTTPS pages.,SE
The system shall prevent privilege escalation by validating user permissions for every action.,SE
The application shall protect session tokens from being exposed in URLs.,SE
All security settings shall be configurable only by authorized personnel.,SE
The product shall maintain an internal list of security exceptions with justifications.,SE
The system shall verify the integrity of downloaded files using checksums.,SE
The application shall enforce account lockout for accounts showing suspicious access patterns.,SE
The product shall allow the user to view and revoke previously issued session tokens.,SE
The application shall prevent direct access to internal resources from unauthenticated users.,SE
The system shall require signed certificates for internal service communications.,SE
The application shall provide a security dashboard for real-time threat monitoring.,SE
Access to encryption keys shall be strictly limited and audited.,SE
The application shall detect and block common web vulnerabilities based on OWASP Top 10.,SE
The system shall require user confirmation before executing any action that affects multiple records.,SE
The application shall offer a secure password generation tool during account creation.,SE
The system shall enforce secure transport for all internal microservice communications.,SE
The product shall retain audit logs for a minimum of one year.,SE
The system shall periodically prompt users to review their account permissions.,SE
The application shall display a warning message before navigating to external links.,SE
The product shall provide detailed error codes without exposing sensitive backend logic.,SE
The application shall restrict access to beta or development features using feature flags.,SE
The system shall detect and prevent replay attacks through nonce-based verification.,SE
"Security-critical changes, such as role assignments, shall require approval by a second administrator.",SE
The system shall support federated identity providers for secure SSO access.,SE
The application shall notify users when their password has been changed.,SE
The system shall encrypt communications between the client and server using TLS 1.2 or higher.,SE
The application shall require users to confirm email addresses before account activation.,SE
The system shall automatically revoke access tokens after password changes.,SE
Security configurations shall be reviewed and signed off before every major release.,SE
The application shall restrict administrative actions to secure VPN connections.,SE
The system shall alert users when their account is accessed from a new geographic region.,SE
The application shall provide an audit trail for data exports and deletions.,SE
The system shall reject requests with malformed headers or suspicious payloads.,SE
The product shall require justification for any manual override of access control rules.,SE
The application shall monitor and throttle suspicious API traffic patterns.,SE
The system shall provide temporary guest access with expiration dates.,SE
The application shall validate digital signatures on uploaded documents.,SE
The system shall support anomaly detection for identifying potential breaches.,SE
The product shall log all configuration changes along with user identity and timestamp.,SE
The system shall support recovery of user data without compromising security.,SE
The application shall not allow CORS requests from untrusted domains.,SE
The system shall implement HSTS headers to enforce secure HTTPS access.,SE
The application shall reject weak or default administrative credentials during setup.,SE
The product shall notify security personnel of unauthorized configuration access.,SE
The system shall automatically disable accounts involved in confirmed data breaches.,SE
The application shall use token rotation to minimize the risk of session hijacking.,SE
The system shall use checksum validation when importing external files or data.,SE
The product shall include a security FAQ and guidelines for best practices.,SE
The system shall restrict access to APIs based on IP whitelisting.,SE
The application shall require user consent before enabling location tracking features.,SE
The system shall use a centralized authentication mechanism for all services.,SE
The product shall verify that files uploaded to the system are scanned for malware.,SE
The system shall allow administrators to define and enforce custom password policies.,SE
The application shall detect and prevent cross-site request forgery (CSRF).,SE
The product shall verify that expired tokens cannot be reused.,SE
The application shall log security-related configuration changes with user context.,SE
The product shall reject connections using outdated or vulnerable cryptographic protocols.,SE
The system shall notify users when their account is used to download large data volumes.,SE
The application shall automatically detect and isolate compromised user sessions.,SE
The system shall enforce encryption for all inter-service communication within the infrastructure.,SE
The application shall support user-controlled session termination across devices.,SE
The system shall have a MDI form that allows for the viewing of the graph and the data table.,F
The system shall display Events in a vertical table by time.,F
The system shall display the Events in a graph by time.,F
The system shall display Events or Activities.,F
The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data,F
The table side of the display shall be split into 2 regions: sequential and temporal.,F
The system shall color code events according to their variance from current time.,F
The system shall display data from the Sync Matrix 1.0 and Exercise Management Tool 1.0 applications,F
The system shall allow modification of the display.,F
The system shall filter data by: Venues and Key Events.,F
The system shall allow a user to define the time segments,F
The system shall display the local and exercise time in separate clocks,F
The system shall offer the ability to pause and resume the refresh of data.,F
The system shall provide charts for the Activity or Event actual versus assumed time.,F
The system shall provide a history report of changes made to the Activity or Event data,F
The system shall allow a real estate agent to query MLS information,F
The system shall display clear property images in the search results,F
The system shall update or create new property listings in the MLS,F
The realtor shall be notified of new client appointments after automatic synchronization with office system,F
The realtor shall be able to retrieve a map showing property locations for a specified area,F
The product shall allow the user to save the property search results.,F
A cohort shall be associated to one Program of Study offered by the department.,F
Program Administrators and Nursing Staff Members shall be able to add a listing of students to a cohort.,F
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,F
Students added to a cohort shall be eligible for the cohort\92s Program of Study.,F
Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,F
A non-clinical class shall specify the course name  lecture room requirements  and instructor needs.,F
Program Administrators/Nursing Staff Members shall be able to create a new Program of Study.,F
Program Administrators and Nursing Staff Members shall have the ability to specify which classes are required for a Program of Study,F
Classes for a given cohort shall not conflict with regards to the time and day that they are offered.,F
The system shall allow a Program Administrator or Nursing staff member to remove a student from a clinical lab section.,F
A Program Administrator/Nursing Staff Member shall be able to add a new nursing student to the system.,F
The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,F
The Disputes System must provide different levels of access with regard to disputes case initiation and follow-up actions.,F
The Disputes System shall provide view access capability for authorized users of the application.,F
The Disputes System shall provide update access capability for authorized users of the application.,F
The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,F
The Disputes System must provide the ability to view existing dispute cases.,F
All letter requests must be formatted according to guidelines specified by the Print Letter Utility system.,F
Any disputes cases that have been closed for over 6 months must be purged from the online disputes database.,F
The user shall search for the preferred repair facility using vehicle  vehicle location  and radius in miles,F
The vehicle data shall include vehicle year make and model,F
The vehicle location shall include street address city state and zipcode,F
The system shall resolve the zipcode for the street address  city  and state if zipcode is unknown.,F
The search radius shall be between 1 and 30 miles,F
The system shall locate the preferred repair facility with the highest ratings for the input criteria,F
The adjuster shall enter the preferred repair facility on the estimate assignment.,F
The adjuster shall be able to override the preferred repair facitlity on the estimate assignment.,F
The preferred repair facility shall be returned to the user.,F
The estimator shall search for available recycled parts using damaged vehicle parts information.,F
The estimator shall search for available recycled parts using a list of preferred parts suppliers.,F
The system shall search for available recycled parts for the supplied vehicle parts and suppliers.,F
The system shall retain the available recycled parts and suppliers returned from the search.,F
The available recycled parts information and their suppliers shall be returned to the user.,F
The estimator shall apply selected recycled parts to the collision estimate.,F
The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,F
The adjuster shall review the collision estimate.,F
The adjuster shall request a recycled parts audit of the collision estimate.,F
The recycled parts search results provided to the estimator shall be retrieved by the system.,F
The system shall generate an audit report based on the available recycled parts and the collision estimate.,F
The audit report shall include the total number of recycled parts used in the estimate.,F
The audit report shall include the number of available recycled parts from the original search results.,F
The audit report shall include the percentage of available recycled parts used in the estimate ,F
The audit report shall include the total score of the audit which sums the indivual line items.,F
The audit report shall be displayed to the user.,F
The audit report shall be available to other adjusters at later points in time.,F
The user shall select to view the preferred repair facility ratings.,F
The current repair facility ratings shall be displayed to the user.,F
The system will display a blank set of ratings if there are not ratings yet defined.,F
The user shall enter new ratings based on the audit report,F
The ratings shall be from a scale of 1-10,F
The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,F
The user shall select to save the preferred repair facility ratings.,F
The preferred repair facility ratings shall be saved by the system.,F
The product shall record meeting entries.,F
The product will notify employees of meeting invitations.,F
The product shall have the ability to send meeting reminders to employees.,F
The product shall assign the organizers contact information to each meeting they create.,F
The product will record meeting acknowledgements.,F
The product shall store new conference rooms.,F
The product shall update existing conference rooms.,F
The product will be able to delete conference rooms.,F
The product shall be able to store new room equipment.,F
The product will update existing room equipment.,F
The product shall be able to delete room equipment.,F
The product shall allow an organizer to invite other employees to meetings.,F
The product shall record the transportation status of equipment reserved.,F
The product shall display a map of the company building showing conference room locations.,F
The product shall record updated meeting agendas.,F
The product shall send a meeting confirmation to the meeting organizer.,F
The product shall display room equipment according to search parameters.,F
The product shall display conference rooms according to search parameters.,F
The product shall record different meeting types.,F
The product shall record all the equipment that has been reserved.,F
The product shall notify building personnel of equipment transport requests.,F
The product will allow priviledged users to view meeting schedules in multiple reporting views.,F
The product shall be able to send meeting notifications via different kinds of end-user specified methods.,F
The product shall have a customizable Look and Feel.,F
The product shall have an intuitive user interface.,F
The product will display an available status for unreserved conference rooms.,F
The System shall allow generation of Inventory Quantity Adjustment documents on demand.,F
The System shall allow on demand generation of all Inventory Quantity Adjustment documents since certain point of time.,F
The IQA subsystem shall take into account current inventory status and adjust inventory of substitutionary ingredients accordingly.,F
The System shall allow entering  storing and modifying product formulas.,F
Product formulas shall allow use of semi-products  which have own formulas.,F
Product formula ingredients shall allow defining substitutionary ingredients.,F
Product formula substitutionary ingredients shall be entered automatically by the PFE subsystem.,F
Formula substitutionary ingredients shall be kept in persisted order,F
Product shall allow entering  storing and modifying product menus used by POS terminals.,F
PME Subsystem shall allow building product menus based on the list of products kept in the accounting system.,F
PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,F
PME Subsystem shall allow for a product to exist in more than one submenu,F
The System shall generate Inventory Quantity Adjustment document based on product daily sales data and product formulas.,F
The System shall generate Inventory Quantity Adjustment document automatically when daily Product Sales data is available.,F
The website will allow customers to search for movies by title  actor  or director.,F
viewing a movie details the website will display the movies description actor and director entered in by the administrator.,F
Website shall request  and authorize credit card payment before allowing a user to stream a movie.,F
shall be able to stream purchased movie via Windows Media Player  for up to 2 days aftere purchase date.,F
Website shall allow customers to browse movies by categories entered in by izogn administrator.,F
Website shall allow customers to view reviews of selected movies by other customers.,F
Website shall allow customers to add their own movie review for a selected movie.,F
Website shall allow the Izogn administrator to approve a review posted by a customer.,F
System will allow customers to pay for a streaming movie with a pre-paid card.,F
System shall allow users to update their billing and contact information via the \93My Account\94 section of the website.,F
Pre-paid cards shall be distributed via email or via a printed paper card.,F
Website must be able to support free trial periods with various parameters set by the Izogn Manager.,F
All streaming movie sales will be logged in the database  and accessible by the administrator.,F
Daily usage statistics should be logged  and accessible by the administrator.,F
The owner shall have free access to all of the streaming movies.,F
The vendor will verify the invalid lead.,F
Vendor will submit a credit validation record to be applied to the enterprise billing system.,F
If a lead is scored to the high range the system will supply the lead data and score to the enterprise system.,F
The leads washing functionality will validate all leads received by the web service for valid data,F
The leads washing functionality will insert all leads captured by the web service.,F
If the leads score falls within the high average score then it will be process by the ARA functionality.,F
If the leads score falls within the low average then it will be returned to the supplying vendor,F
The leads washing functionality will compile both contact and academic scoring information for a total score.,F
The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,F
The leads washing functionality will return the lead data supplied to the vendor along with the reason of rejection.,F
The leads washing functionality will have an interface in which lead data parameters can be maintained.,F
The leads washing functionality will verify the users authentication and rights to make parameter updates.,F
The leads washing functionality will store any potential lead duplicates returned by the enterprise system.,F
The leads washing functionality shall receive a period list of available reps from the enterprise system.,F
The product shall maintain a list of players.,F
The product shall allow a user to identify himself or herself as a player.,F
The product shall allow a user to remove himself or herself from the list of players at any time.,F
The product shall make inactive players unavailable for selection from the list of players.,F
The product shall remove players who have been inactive for 24 hours from the list of players.,F
The product shall allow a player to initiate a game by selecting another available player from the list of players.,F
Once a game is initiated  the product shall display a defensive grid to each player,F
Once a game is initiated  the product shall display an offensive grid to each player.,F
The product shall prevent a player from viewing the offensive or defensive grids of the other player.,F
The product shall allow a player to position ships horizontally on their grid.,F
The product shall allow the player to position ships vertically on their grid.,F
The product shall allow the player to position ships diagonally on their grid,F
The product shall prevent the player from overlapping ships on their grid.,F
For each turn  the product shall identify one player as offensive status and one player as defensive status.,F
The product shall maintain the status of each player for a turn  either offensive or defensive.,F
At the start of each turn  the product shall notify each player of his or her status.,F
For each turn  the product shall allow the offensive player to define a shot.,F
For each shot  the product shall notify the players whether the shot was a hit or miss.,F
For each shot  the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,F
For each shot  the product shall mark the shot as a hit or miss on the offensive grid of the offensive player.,F
When the hit results in sinking a ship  the product shall notify the players that the ship was sunk.,F
If the shot was marked as a hit  the product shall allow the offensive player to define a shot.,F
If the shot was marked as a miss  the product shall change the status of the offensive player to defensive,F
If the shot was marked as a miss  the product shall change the status of the defensive player to offensive,F
The product shall continue to assign turns until the game is ended.,F
The product shall allow a player to end a game at any time during the game.,F
When a game is ended  the product shall notify the players that the game is ended.,F
When a game is ended  the product shall allow each player to remove himself or herself from the list of players.,F
The system shall support the ability to perform a send and receive operation.,F
The system shall support the ability to perform a send only operation.,F
The system shall support the ability to perform a receive only operation.,F
The system shall display and embed in each message a date/timestamp of when the message was sent.,F
The system shall allow a text search that users may use to find mail messages.,F
The system search feature should support the use of regular expressions in search.,F
The system shall provide an option to withdraw money.,F
The system shall query the user for the amount of money.,F
The system shall query the user for the account type.,F
The system shall validate the amount is available in the user's account before releasing funds to the user.,F
The system shall validate the amount is a multiple of $20.,F
The system shall debit the user's account upon withdrawal of funds.,F
The system shall be able to issue a specific amount of money to the user.,F
The meeting scheduler system shall be able to select a participant as an important participant.,F
The meeting scheduler system shall cancel a meeting due to canceling of an important participant.,F
The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,F
The meeting scheduler system may be able to include an agenda for a meeting proposal.,F
The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.,F
"A meeting scheduler system will temporarily reserve the ""time slots"" for the proposed meeting.",F
"A meeting scheduler system will inform the ""potential meeting participant"" of the meeting.",F
Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.,F
The system should maintain correct schedules of labs and the documentation of all the lab equipment.,F
Authenticate and Login user to the web app.,F
Enable new users to register to the tech support system.,F
Enable a registered user to change his password if he forgets his password.,F
Enable a user to view questions and their corresponding answers.,F
Enable a logged in user to ask questions.,F
Enable a logged in user to post answers.,F
Enable a logged in user to up vote and down vote answers.,F
Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,F
Enable the admin to generate reports which contains all the posts and their corresponding replies.,F
Most of the system functions will be controlled using the administrative interface.,F
Information recorded must include an optional field for context.,F
Information should be tagged according to who is entering the data.,F
It must be able to download the most recent medical record.,F
It must store the most recent copy of information in its application data folder.,F
The user must be able to set an option to hide information based on who has tagged it.,F
It must allow a user to login.,F
It must allow a user to logout.,F
All information must be viewable on the website.,F
All information must be updatable on the website.,F
It must allow a user to download a backup of their medical information.,F
A user must be logged on to be able to view or edit any medical information.,F
Each account must have a separate identifying account number.,F
The system shall allow user to choose filling that they want.,F
The system shall allow user to choose their preferable topping.,F
The system shall allow user to decorate their doughnut.,F
The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,F
The system should take the customer name.,F
The system should keep the customer contact number.,F
The system should keep the customer email.,F
The system should ask the user to key in the pickup date.,F
The system should require the user to state time when should the doughnut be delivered.,F
Control the database and keep track of all records of customers and employee details.,F
Contact with the vendors and give permission to sell their product under the site after testing the product's quality.,F
View the details of all employees and control the whole site.,F
New users can sign up by creating new ID.,F
Can view all available products and can compare them and make a choice for purchasing products.,F
Can purchase any product through valid credit card.,F
Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,F
Customer must logout of the site after purchasing products.,F
Can only visit the site without registration.,F
Can consult with the Administrator regarding product's quality and advertisements.,F
View the personal details of the customer.,F
Keep track of each product item's stocks for selling purpose.,F
Responsible for informing administrator when any product item's stock goes under the minimum level.,F
Taking permission from the Administrator for the product to be purchased from vendor.,F
Responsible for managing stocks of each product items.,F
Keep track of all the payment transactions made by the customers and update the payment information.,F
Consult with the Administrator about the payment details of the customers for the updating of the database.,F
Provide feasible solutions to the customers on their complaints and queries.,F
The system should require the user to state time when should the doughnut be delivered,F
The physician/pharmacist must have a valid user login to access the system.,F
A list of available patients is displayed after login.,F
An error message alerts when an invalid patient is entered.,F
Backspace/reset capability is implemented for typing errors.,F
Selected or specified patient's information is loaded.,F
Return to List is available if the patient loaded is not correct.,F
Navigation to each selected tab.,F
The font will be larger enough for easy reading.,F
Icons will clearly illustrate the feature it represents.,F
Basic Patient information is showed first.,F
Customized information is displayed.,F
Each entry is shown in full.,F
The text and time/date of a note that has been entered is displayed starting with most recent.,F
New and Delete buttons will allow the physician/pharmacist to add a notation to the patient's file.,F
The system shall allow the administrator to remove equipment.,F
The system shall allow the administrator to install additional distributed location templates.,F
The system shall allow the administrator to remove physical locations.,F
The system shall allow administrators to define negotiation rules for the organization.,F
The system shall give the mediator privileges to schedule location and equipment resources.,F
The system shall allow the mediator to negotiate a meeting date.,F
The system shall allow the mediator to solve a date conflict.,F
The system shall allow the mediator to solve a location conflict.,F
The system shall allow the mediator to send and receive messages from users.,F
The system shall allow the initiator to view the information of any meetings which they initiated.,F
The system shall allow the initiator to cancel any meetings which they initiated.,F
The system shall allow the initiator to send and receive messages from users.,F
The system shall authenticate users at the beginning each session.,F
The system shall allow the user to view their schedule.,F
The system shall notify the user of any schedule changes.,F
The system shall allow users to send and receive messages.,F
The system shall request a user response to initiator or mediator messages.,F
The system shall allow the user to modify the date preference set of an already submitted meeting response.,F
 The system shall allow the user to modify the location preference set of an already submitted meeting response.,F
The system shall allow the user to modify the equipment requirement set of an already submitted meeting response.,F
The system shall allow the user to modify the date exclusion set of an already submitted meeting response.,F
The system shall allow the user to change the password.,F
The system shall allow the user to view past attended meetings.,F
The system shall allow the user to view pending meetings.,F
The system shall show the meetings to the user in ascending time order by default.,F
The system shall allow users to view equipment information.,F
The system shall allow users to view other users' information.,F
The system shall allow user to specify custom meeting locations.,F
The system shall allow users to view location information.,F
The system shall allow users to search  for available distributed location templates(if any).,F
The system shall allow users to view information concerning the available distributed location templates(if any).,F
The system shall display all the products that can be configured.,F
The system shall allow user to select the product to configure.,F
The system shall display all the available components of the product to configure.,F
The system shall enable user to add one or more component to the configuration.,F
The system shall notify the user about any conflict in the current configuration.,F
The system shall allow user to confirm the completion of current configuration.,F
The system shall display detailed information of the selected products.,F
The system shall provide browsing options to see product details.,F
The system shall display detailed product categorization to the user.,F
The system shall enable user to enter the search text on the screen.,F
The system shall enable user to select multiple options on the screen to search.,F
The system shall display all the matching products based on the search.,F
The system shall display only 10 matching result on the current screen.,F
The system shall enable user to navigate between the search results.,F
The system shall notify the user when no matching product is found on the search.,F
The system shall allow user to create profile and set his credential.,F
The system shall authenticate user credentials to view the profile.,F
The system shall allow user to update the profile information.,F
The system shall display both the active and completed order history in the customer profile.,F
The system shall allow user to select the order from the order history.,F
The system shall display the detailed information about the selected order.,F
The system shall display the most frequently searched items by the user in the profile.,F
The system shall allow user to register for newsletters and surveys in the profile.,F
The system shall allow user to select the support type he wants.,F
The system shall allow user to enter the customer and product information for the support.,F
The system shall display the customer support contact numbers on the screen.,F
The system shall allow user to enter the contact number for support personnel to call.,F
The system shall display the online help upon request.,F
The system shall display the FAQ's upon request.,F
The system shall maintain customer email information as a required part of customer profile.,F
The system shall send an order confirmation to the user through email.,F
The system shall display detailed invoice for current order once it is confirmed.,F
The system shall optionally allow user to print the invoice.,F
The system shall provide shopping cart during online purchase.,F
The system shall allow user to add/remove products in the shopping cart.,F
The system shall display different shipping options provided by shipping department.,F
The system shall enable user to select the shipping method during payment process.,F
The system shall display the shipping charges.,F
The system shall display tentative duration for shipping.,F
The system shall allow user to enter the order information for tracking.,F
The system shall display the current tracking information about the order.,F
The system shall calculate tax for the order.,F
The system shall display tax information for the order.,F
The system shall display available payment methods for payment.,F
The system shall allow user to select the payment method for order.,F
The system shall display the orders that are eligible to change.,F
The system shall allow user to select the order to be changed.,F
The system shall allow user to cancel the order.,F
The system shall notify the user about any changes made to the order.,F
